Race/ethnicity and internalizing disorders in youth: a review.,"This review examines the impact of race/ethnicity and cultural differences in the presentation and prevalence rates of internalizing disorders in youth, as well as a variety of associated factors. There is robust support for higher prevalence rates of depression and anxiety in ethnic minority youth living in the United States. Gender differences are consistent across ethnicity, but symptom presentation, biological factors, and family processes vary somewhat by ethnic group. Environmental factors and acculturation are considered in relation to internalizing disorders in ethnic minority youth. Several problems with the literature are outlined. Several recommendations are made including better operationalization of internalizing disorders in the DSM and key issues that warrant being added to background text in the DSM. A research agenda is outlined to address possible mechanisms by which culture and race/ethnicity impact internalizing symptomatology.",Clinical psychology review,"[""review"", ""examine"", ""impact"", ""race"", ""ethnicity"", ""cultural"", ""difference"", ""presentation"", ""prevalence"", ""rate"", ""internalize"", ""disorder"", ""youth"", ""well"", ""variety"", ""associated"", ""factor"", ""robust"", ""support"", ""high"", ""prevalence"", ""rate"", ""depression"", ""anxiety"", ""ethnic"", ""minority"", ""youth"", ""live"", ""united"", ""state"", ""gender"", ""difference"", ""consistent"", ""across"", ""ethnicity"", ""symptom"", ""presentation"", ""biological"", ""factor"", ""family"", ""process"", ""vary"", ""somewhat"", ""ethnic"", ""group"", ""environmental"", ""factor"", ""acculturation"", ""consider"", ""relation"", ""internalize"", ""disorder"", ""ethnic"", ""minority"", ""youth"", ""several"", ""problem"", ""literature"", ""outline"", ""several"", ""recommendation"", ""make"", ""include"", ""well"", ""operationalization"", ""internalizing"", ""disorder"", ""dsm"", ""key"", ""issue"", ""warrant"", ""add"", ""background"", ""text"", ""dsm"", ""research"", ""agenda"", ""outline"", ""address"", ""possible"", ""mechanism"", ""culture"", ""race"", ""ethnicity"", ""impact"", ""internalize"", ""symptomatology""]","depression, anxiety",None,None,None
A window into racial and socioeconomic status disparities in preschool disciplinary action using developmental methodology.,"There are large differences in expulsions and suspensions on the basis of race starting in preschool and divergent explanations for their cause. The current study explores how developmental methodology can shed light on this vexing issue. We leverage two measures: (1) childcare provider complaints about children's behavior and their recommended disciplinary action (measured by parent report); and (2) observed disruptive behavior measured by a laboratory-based standardized observation tool, the Disruptive Behavior Diagnostic Observation Schedule (DB-DOS), among a large, sociodemographically diverse sample of children (n  <math xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mi>=</mi><annotation>$\text{=}$</annotation></semantics></math>  430; mean age  <math xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mi>=</mi><annotation>$\text{=}$</annotation></semantics></math>  4.79 years). We identified three latent class profiles on the basis of race/socioeconomic status (SES) and found disparities in childcare provider complaints based on profile membership. More specifically, children classified in the Black/Hispanic, poor and Black, nonpoor profiles both had significantly higher childcare provider complaints compared with children in the White/Hispanic, nonpoor profile. By contrast, there were no differences in observed disruptive behavior based on race/SES profiles. Finally, childcare provider complaints in preschool were associated with lower cognitive performance in elementary school, above and beyond observed disruptive behavior in preschool and race/SES profiles. Implications for classroom practice and contributions to the national debate on school disciplinary policies are discussed.",Annals of the New York Academy of Sciences,"[""large"", ""difference"", ""expulsion"", ""suspension"", ""basis"", ""race"", ""start"", ""preschool"", ""divergent"", ""explanation"", ""cause"", ""current"", ""explore"", ""developmental"", ""methodology"", ""shed"", ""light"", ""vexing"", ""issue"", ""leverage"", ""two"", ""measure"", ""1"", ""childcare"", ""provider"", ""complaint"", ""child"", ""behavior"", ""recommend"", ""disciplinary"", ""action"", ""measure"", ""parent"", ""report"", ""2"", ""observe"", ""disruptive"", ""behavior"", ""measure"", ""laboratory"", ""base"", ""standardized"", ""observation"", ""tool"", ""disruptive"", ""behavior"", ""diagnostic"", ""observation"", ""schedule"", ""db"", ""dos"", ""among"", ""large"", ""sociodemographically"", ""diverse"", ""sample"", ""child"", ""n"", ""math"", ""xmlns"", ""http"", ""www"", ""w3"", ""org"", ""1998"", ""math"", ""mathml"", ""semantic"", ""mi"", ""mi"", ""annotation"", ""text"", ""annotation"", ""semantic"", ""math"", ""430"", ""mean"", ""age"", ""math"", ""xmlns"", ""http"", ""www"", ""w3"", ""org"", ""1998"", ""math"", ""mathml"", ""semantic"", ""mi"", ""mi"", ""annotation"", ""text"", ""annotation"", ""semantic"", ""math"", ""4"", ""79"", ""year"", ""identify"", ""three"", ""latent"", ""class"", ""profile"", ""basis"", ""race"", ""socioeconomic"", ""status"", ""se"", ""find"", ""disparity"", ""childcare"", ""provider"", ""complaint"", ""base"", ""profile"", ""membership"", ""specifically"", ""child"", ""classify"", ""black"", ""hispanic"", ""poor"", ""black"", ""nonpoor"", ""profile"", ""significantly"", ""high"", ""childcare"", ""provider"", ""complaint"", ""compare"", ""child"", ""white"", ""hispanic"", ""nonpoor"", ""profile"", ""contrast"", ""difference"", ""observe"", ""disruptive"", ""behavior"", ""based"", ""race"", ""ses"", ""profile"", ""finally"", ""childcare"", ""provider"", ""complaint"", ""preschool"", ""associate"", ""low"", ""cognitive"", ""performance"", ""elementary"", ""school"", ""beyond"", ""observe"", ""disruptive"", ""behavior"", ""preschool"", ""race"", ""ses"", ""profile"", ""implication"", ""classroom"", ""practice"", ""contribution"", ""national"", ""debate"", ""school"", ""disciplinary"", ""policy"", ""discuss""]",None,None,socioeconomic status,"Black, Hispanic"
Race/Ethnicity and Health-Related Quality of Life Among LGBT Older Adults.,"Few existing studies have addressed racial/ethnic differences in the health and quality of life of lesbian, gay, bisexual, and transgender (LGBT) older adults. Guided by the Health Equity Promotion Model, this study examines health-promoting and health risk factors that contribute to racial/ethnic health disparities among LGBT adults aged 50 and older.",The Gerontologist,"[""exist"", ""study"", ""address"", ""racial"", ""ethnic"", ""difference"", ""health"", ""quality"", ""life"", ""lesbian"", ""gay"", ""bisexual"", ""transgender"", ""lgbt"", ""old"", ""adult"", ""guide"", ""health"", ""equity"", ""promotion"", ""model"", ""examine"", ""health"", ""promote"", ""health"", ""risk"", ""factor"", ""contribute"", ""racial"", ""ethnic"", ""health"", ""disparity"", ""among"", ""lgbt"", ""adult"", ""age"", ""50"", ""old""]",None,None,None,None
"Trends and disparities in osteoarthritis prevalence among US adults, 2005-2018.","Studies reporting trends and disparities of osteoarthritis (OA) in the United States are limited. We aimed to examine trends and disparities of OA prevalence among US adults, from 2005 to 2018. Continuous National Health and Nutrition Examination Survey (NHANES) data from 2005-2006 to 2017-2018 were analyzed. Age-adjusted and self-reported OA prevalence, stratified by race/ethnicity and socioeconomic status (SES), was calculated separately for men and women. The linear trend and the association between the survey cycles and OA prevalence were assessed. Age-adjusted and self-reported OA prevalence linearly increased in the seven survey cycles (both P<sub>linear trend</sub> ≤ 0.0002) in men and women. Non-Hispanic Caucasians (both P<sub>linear trend</sub> ≤ 0.0001) in both genders and Non-Hispanic African Americans women (P<sub>linear trend</sub> ≤ 0.0001) had significantly increasing linear trends in OA prevalence. In addition, people with lower SES had a lower age-adjusted prevalence of self-reported OA when compared to those with higher SES. The increasing linear trends still existed among both men and women after adjusting for multiple confounders (both P<sub>linear trend</sub> ≤ 0.002). There were significant rising trends and disparities in self-reported OA prevalence among US men and women between 2005 and 2018.",Scientific reports,"[""study"", ""report"", ""trend"", ""disparity"", ""osteoarthritis"", ""oa"", ""united"", ""state"", ""limited"", ""aim"", ""examine"", ""trend"", ""disparity"", ""oa"", ""prevalence"", ""among"", ""we"", ""adult"", ""2005"", ""2018"", ""continuous"", ""national"", ""health"", ""nutrition"", ""examination"", ""survey"", ""nhane"", ""datum"", ""2005"", ""2006"", ""2017"", ""2018"", ""analyze"", ""age"", ""adjusted"", ""self"", ""report"", ""oa"", ""prevalence"", ""stratify"", ""race"", ""ethnicity"", ""socioeconomic"", ""status"", ""se"", ""calculate"", ""separately"", ""man"", ""woman"", ""linear"", ""trend"", ""association"", ""survey"", ""cycle"", ""oa"", ""prevalence"", ""assess"", ""age"", ""adjusted"", ""self"", ""report"", ""oa"", ""prevalence"", ""linearly"", ""increase"", ""seven"", ""survey"", ""cycle"", ""p"", ""sub"", ""linear"", ""trend"", ""sub"", ""0"", ""0002"", ""man"", ""woman"", ""non"", ""hispanic"", ""caucasian"", ""p"", ""sub"", ""linear"", ""trend"", ""sub"", ""0"", ""0001"", ""gender"", ""non"", ""hispanic"", ""african"", ""american"", ""woman"", ""p"", ""sub"", ""linear"", ""trend"", ""sub"", ""0"", ""0001"", ""significantly"", ""increase"", ""linear"", ""trend"", ""oa"", ""prevalence"", ""addition"", ""people"", ""low"", ""se"", ""low"", ""age"", ""adjusted"", ""prevalence"", ""self"", ""report"", ""oa"", ""compare"", ""high"", ""se"", ""increase"", ""linear"", ""trend"", ""still"", ""exist"", ""among"", ""man"", ""woman"", ""adjust"", ""multiple"", ""confounder"", ""p"", ""sub"", ""linear"", ""trend"", ""sub"", ""0"", ""002"", ""rise"", ""trend"", ""disparity"", ""self"", ""report"", ""oa"", ""prevalence"", ""among"", ""we"", ""man"", ""woman"", ""2005"", ""2018""]",None,None,socioeconomic status,"Caucasian, Hispanic"
"Race/ethnicity, nativity, and lifetime risk of mental disorders in US adults.","There has been no comprehensive examination of how race/ethnicity and nativity intersect in explaining differences in lifetime prevalence of mental disorders among Asian, Black, Latino, and White adults. This study aims to estimate racial/ethnic differences in lifetime risk of mental disorders and examine how group differences vary by nativity.",Social psychiatry and psychiatric epidemiology,"[""comprehensive"", ""examination"", ""race"", ""ethnicity"", ""nativity"", ""intersect"", ""explain"", ""difference"", ""lifetime"", ""prevalence"", ""mental"", ""disorder"", ""among"", ""asian"", ""black"", ""latino"", ""white"", ""adult"", ""aim"", ""estimate"", ""racial"", ""ethnic"", ""difference"", ""lifetime"", ""risk"", ""mental"", ""disorder"", ""examine"", ""group"", ""difference"", ""vary"", ""nativity""]",None,None,None,"Black, Latino, Asian"
Impact of sex and ethnicity on arrhythmic risk.,"Substantial differences in the risk of common arrhythmia syndromes exist between men and women, as well as in varying ethnic/racial groups. For example, despite an overall lower risk of sudden death and atrial fibrillation in women compared with men, women have longer QT intervals and a higher risk of torsades de pointes due to antiarrhythmic drugs and worse outcomes associated with atrial fibrillation. An ethnicity-related paradox in atrial fibrillation epidemiology is apparent; despite a higher prevalence of medical comorbidities such as hypertension, diabetes, and prolonged PR interval, blacks, Hispanics, and Asians have a lower risk of atrial fibrillation than whites. In this promising era of genomic medicine, an improved understanding of epidemiology and phenotype holds the potential for revealing novel therapeutic targets and preventing disease.",Current cardiology reports,"[""substantial"", ""difference"", ""risk"", ""common"", ""arrhythmia"", ""syndrome"", ""exist"", ""man"", ""woman"", ""well"", ""vary"", ""ethnic"", ""racial"", ""group"", ""example"", ""despite"", ""overall"", ""low"", ""risk"", ""sudden"", ""death"", ""atrial"", ""fibrillation"", ""woman"", ""compare"", ""man"", ""woman"", ""long"", ""qt"", ""interval"", ""high"", ""risk"", ""torsade"", ""de"", ""pointe"", ""due"", ""antiarrhythmic"", ""drug"", ""bad"", ""outcome"", ""associate"", ""atrial"", ""fibrillation"", ""ethnicity"", ""related"", ""paradox"", ""atrial"", ""fibrillation"", ""epidemiology"", ""apparent"", ""despite"", ""high"", ""prevalence"", ""medical"", ""comorbiditie"", ""hypertension"", ""diabete"", ""prolong"", ""pr"", ""interval"", ""black"", ""hispanic"", ""asian"", ""low"", ""risk"", ""atrial"", ""fibrillation"", ""white"", ""promising"", ""era"", ""genomic"", ""medicine"", ""improve"", ""understand"", ""epidemiology"", ""phenotype"", ""hold"", ""potential"", ""reveal"", ""novel"", ""therapeutic"", ""target"", ""prevent"", ""disease""]",None,None,None,"Asian, Hispanic"
Race/ethnicity and measurement equivalence of the Everyday Discrimination Scale.,"The present study examines the effect of race/ethnicity on measurement equivalence of the Everyday Discrimination Scale (EDS; Williams, Yu, Jackson, & Anderson, 1997). Drawn from the Collaborative Psychiatric Epidemiology Surveys (CPES; Alegría, Jackson, Kessler, & Takeuchi, 2008), adults aged 18 and older from four racial/ethnic groups were selected for analyses: 884 non-Hispanic Whites, 4,950 Blacks, 2,733 Hispanics/Latinos, and 2,089 Asians. Multiple-group confirmatory factor analyses were conducted. After adjusting for age and gender, the underlying construct of the EDS was invariant across four racial/ethnic groups, with Item 7 (""People act as if they're better than you are"") associated with lower intercepts for the Hispanic/Latino and Asian groups relative to the non-Hispanic White and Black groups. In terms of latent factor differences, Blacks tended to score higher on the latent construct compared to other racial/ethnic groups, whereas Asians tended to score lower on the latent construct compared to Whites and Hispanics/Latinos. Findings suggest that although the EDS in general assesses the underlying construct of perceived discrimination equivalently across diverse racial/ethnic groups, caution is needed when Item 7 is used among Hispanics/Latinos or Asians. Implications are discussed in cultural and methodological contexts.",Psychological assessment,"[""present"", ""examine"", ""effect"", ""race"", ""ethnicity"", ""measurement"", ""equivalence"", ""everyday"", ""discrimination"", ""scale"", ""ed"", ""williams"", ""yu"", ""jackson"", ""anderson"", ""1997"", ""draw"", ""collaborative"", ""psychiatric"", ""epidemiology"", ""survey"", ""cpe"", ""alegr\u00eda"", ""jackson"", ""kessler"", ""takeuchi"", ""2008"", ""adult"", ""aged"", ""18"", ""old"", ""four"", ""racial"", ""ethnic"", ""group"", ""select"", ""analysis"", ""884"", ""non"", ""hispanic"", ""white"", ""4"", ""950"", ""black"", ""2"", ""733"", ""hispanic"", ""latinos"", ""2"", ""089"", ""asian"", ""multiple"", ""group"", ""confirmatory"", ""factor"", ""analysis"", ""conduct"", ""adjust"", ""age"", ""gender"", ""underlying"", ""construct"", ""ed"", ""invariant"", ""across"", ""four"", ""racial"", ""ethnic"", ""group"", ""item"", ""7"", ""people"", ""act"", ""well"", ""associate"", ""low"", ""intercept"", ""hispanic"", ""latino"", ""asian"", ""group"", ""relative"", ""non"", ""hispanic"", ""white"", ""black"", ""group"", ""term"", ""latent"", ""factor"", ""difference"", ""black"", ""tend"", ""score"", ""high"", ""latent"", ""construct"", ""compare"", ""racial"", ""ethnic"", ""group"", ""whereas"", ""asian"", ""tend"", ""score"", ""low"", ""latent"", ""construct"", ""compare"", ""white"", ""hispanic"", ""latinos"", ""finding"", ""suggest"", ""although"", ""eds"", ""general"", ""assess"", ""underlie"", ""construct"", ""perceive"", ""discrimination"", ""equivalently"", ""across"", ""diverse"", ""racial"", ""ethnic"", ""group"", ""caution"", ""need"", ""item"", ""7"", ""use"", ""among"", ""hispanic"", ""latinos"", ""asian"", ""implication"", ""discuss"", ""cultural"", ""methodological"", ""context""]",None,None,None,"Black, Latino, Asian, Hispanic"
Ethnoracial representation in hidradenitis suppurativa clinical trials.,"Hidradenitis suppurativa (HS) is an inflammatory skin disorder characterized by recurring painful and suppurating lesions, with the disease disproportionately affecting black populations in the United States. Ethnoracial representation in clinical trials is vital to ensuring results are generalizable. The purpose of this study is to examine whether ethnic or racial disparities exist in HS clinical trials.",Archives of dermatological research,"[""hidradenitis"", ""suppurativa"", ""hs"", ""inflammatory"", ""skin"", ""disorder"", ""characterize"", ""recur"", ""painful"", ""suppurating"", ""lesion"", ""disease"", ""disproportionately"", ""affect"", ""black"", ""population"", ""unite"", ""state"", ""ethnoracial"", ""representation"", ""clinical"", ""trial"", ""vital"", ""ensure"", ""generalizable"", ""purpose"", ""examine"", ""whether"", ""ethnic"", ""racial"", ""disparity"", ""exist"", ""hs"", ""clinical"", ""trial""]",None,None,None,None
When and How Do Students Benefit From Ethnic Diversity in Middle School?,"The effects of school-based ethnic diversity on student well-being and race-related views were examined during the first year in middle school. To capture the dynamic nature of ethnic exposure, diversity was assessed both at the school-level (n = 26) and based on academic course enrollments of African American, Asian, Latino, and White students (n = 4,302; M = 11.33 years). Across all four pan-ethnic groups, school-level ethnic diversity was associated with lower sense of vulnerability (i.e., feeling safer, less victimized, and less lonely) as well as perceptions of teachers' fair and equal treatment of ethnic groups and lower out-group distance. Underscoring the role of individual experiences, exposure to diversity in academic classes moderated the association between school-level diversity and the two aforementioned race-related views.",Child development,"[""effect"", ""school"", ""base"", ""ethnic"", ""diversity"", ""student"", ""well"", ""race"", ""related"", ""view"", ""examine"", ""first"", ""year"", ""middle"", ""school"", ""capture"", ""dynamic"", ""nature"", ""ethnic"", ""exposure"", ""diversity"", ""assess"", ""school"", ""level"", ""n"", ""26"", ""base"", ""academic"", ""course"", ""enrollment"", ""african"", ""american"", ""asian"", ""latino"", ""white"", ""student"", ""n"", ""4"", ""302"", ""11"", ""33"", ""year"", ""across"", ""four"", ""pan"", ""ethnic"", ""group"", ""school"", ""level"", ""ethnic"", ""diversity"", ""associate"", ""low"", ""sense"", ""vulnerability"", ""e"", ""feel"", ""safer"", ""less"", ""victimize"", ""less"", ""lonely"", ""well"", ""perception"", ""teacher"", ""fair"", ""equal"", ""treatment"", ""ethnic"", ""group"", ""low"", ""group"", ""distance"", ""underscore"", ""role"", ""individual"", ""experience"", ""exposure"", ""diversity"", ""academic"", ""class"", ""moderate"", ""association"", ""school"", ""level"", ""diversity"", ""two"", ""aforementioned"", ""race"", ""related"", ""view""]",None,None,None,"Latino, Asian"
"Race Matters: Income Shares, Income Inequality, and Income Mobility for All U.S. Races.","Using unique linked data, we examine income inequality and mobility across racial and ethnic groups in the United States. Our data encompass the universe of income tax filers in the United States for the period 2000-2014, matched with individual-level race and ethnicity information from multiple censuses and American Community Survey data. We document both income inequality and mobility trends over the period. We find significant stratification in terms of average incomes by racial/ethnic group and distinct differences in within-group income inequality. The groups with the highest incomes-whites and Asians-also have the highest levels of within-group inequality and the lowest levels of within-group mobility. The reverse is true for the lowest-income groups: blacks, American Indians, and Hispanics have lower within-group inequality and immobility. On the other hand, low-income groups are also highly immobile in terms of overall, rather than within-group, mobility. These same groups also have a higher probability of experiencing downward mobility compared with whites and Asians. We also find that within-group income inequality increased for all groups between 2000 and 2014, and the increase was especially large for whites. The picture that emerges from our analysis is of a rigid income structure, with mainly whites and Asians positioned at the top and blacks, American Indians, and Hispanics confined to the bottom.",Demography,"[""use"", ""unique"", ""link"", ""datum"", ""examine"", ""income"", ""inequality"", ""mobility"", ""across"", ""racial"", ""ethnic"", ""group"", ""unite"", ""state"", ""datum"", ""encompass"", ""universe"", ""income"", ""tax"", ""filer"", ""unite"", ""state"", ""period"", ""2000"", ""2014"", ""match"", ""individual"", ""level"", ""race"", ""ethnicity"", ""information"", ""multiple"", ""census"", ""american"", ""community"", ""survey"", ""datum"", ""document"", ""income"", ""inequality"", ""mobility"", ""trend"", ""period"", ""find"", ""stratification"", ""term"", ""average"", ""income"", ""racial"", ""ethnic"", ""group"", ""distinct"", ""difference"", ""within"", ""group"", ""income"", ""inequality"", ""group"", ""high"", ""income"", ""white"", ""asian"", ""also"", ""high"", ""level"", ""within"", ""group"", ""inequality"", ""low"", ""level"", ""within"", ""group"", ""mobility"", ""reverse"", ""true"", ""low"", ""income"", ""group"", ""black"", ""american"", ""indian"", ""hispanic"", ""low"", ""within"", ""group"", ""inequality"", ""immobility"", ""hand"", ""low"", ""income"", ""group"", ""also"", ""highly"", ""immobile"", ""term"", ""overall"", ""rather"", ""within"", ""group"", ""mobility"", ""group"", ""also"", ""high"", ""probability"", ""experience"", ""downward"", ""mobility"", ""compared"", ""white"", ""asian"", ""also"", ""find"", ""within"", ""group"", ""income"", ""inequality"", ""increase"", ""group"", ""2000"", ""2014"", ""increase"", ""especially"", ""large"", ""white"", ""picture"", ""emerge"", ""analysi"", ""rigid"", ""income"", ""structure"", ""mainly"", ""white"", ""asian"", ""positioned"", ""top"", ""black"", ""american"", ""indian"", ""hispanic"", ""confine"", ""bottom""]",None,None,income inequality,"Asian, Hispanic"
"Race, disability, and grade: Social relationships in children with autism spectrum disorders.","Race is associated with social relationships among typically developing children; however, studies rarely examine the impact of race on social outcomes for children with autism spectrum disorder. This study examined how race (African American, Latino, Asian, or White) in conjunction with disability status (autism spectrum disorders or typically developing) and grade (grades K-2 or 3-5) affects friendships and social networks. The sample comprises 85 children with autism spectrum disorders and 85 typically developing controls matched on race, gender, age/grade, and classroom (wherever possible). Race, disability, and grade each had an independent effect on friendship nominations, and there was an interaction among the three variables. Specifically, children with autism spectrum disorders who were African American or Latino in the upper elementary grades received fewer friendship nominations than typically developing White children in the lower elementary grades. Only the presence of autism spectrum disorders was associated with social network centrality. Our results also suggested that Latino children with autism spectrum disorders in the upper elementary grades were at the highest risk of social isolation. Implications for re-conceptualizing social skills interventions are discussed.",Autism : the international journal of research and practice,"[""race"", ""associate"", ""social"", ""relationship"", ""among"", ""typically"", ""develop"", ""child"", ""however"", ""study"", ""rarely"", ""examine"", ""impact"", ""race"", ""social"", ""outcome"", ""child"", ""autism"", ""spectrum"", ""disorder"", ""examine"", ""race"", ""african"", ""american"", ""latino"", ""asian"", ""white"", ""conjunction"", ""disability"", ""status"", ""autism"", ""spectrum"", ""disorder"", ""typically"", ""develop"", ""grade"", ""grade"", ""k"", ""2"", ""3"", ""5"", ""affect"", ""friendship"", ""social"", ""network"", ""sample"", ""comprise"", ""85"", ""child"", ""autism"", ""spectrum"", ""disorder"", ""85"", ""typically"", ""develop"", ""control"", ""match"", ""race"", ""gender"", ""age"", ""grade"", ""classroom"", ""wherever"", ""possible"", ""race"", ""disability"", ""grade"", ""independent"", ""effect"", ""friendship"", ""nomination"", ""interaction"", ""among"", ""three"", ""variable"", ""specifically"", ""children"", ""autism"", ""spectrum"", ""disorder"", ""african"", ""american"", ""latino"", ""upper"", ""elementary"", ""grade"", ""receive"", ""few"", ""friendship"", ""nomination"", ""typically"", ""develop"", ""white"", ""child"", ""low"", ""elementary"", ""grade"", ""presence"", ""autism"", ""spectrum"", ""disorder"", ""associate"", ""social"", ""network"", ""centrality"", ""also"", ""suggest"", ""latino"", ""child"", ""autism"", ""spectrum"", ""disorder"", ""upper"", ""elementary"", ""grade"", ""high"", ""risk"", ""social"", ""isolation"", ""implication"", ""conceptualize"", ""social"", ""skill"", ""intervention"", ""discuss""]",None,None,None,"Latino, Asian"
