Title,Abstract,Journal
"Pediatric Asthma Health Disparities: Race, Hardship, Housing, and Asthma in a National Survey.",We sought to determine if racial disparities in pediatric asthma are explained by material hardship and home ownership.,Academic pediatrics
"Walking Trail Use Among a Sample of Black, White, Hispanic, and Asian Adult Walkers.","Walking trails are positively associated with physical activity; however, few studies have been conducted among diverse communities. We sought to describe trail use and the physical and social environmental correlates of trail use in a racially/ethnically diverse sample.",Journal of physical activity & health
Potential bias in teacher referrals to the school nurse.,"Education literature suggests gender, race, and socioeconomic status of students influence the quality and quantity of interactions with their teachers. Studies show that teachers favor White, male, and upper-income children. This preliminary study was conducted to determine if bias was evident in teacher referrals to the school nurse. Referrals from seven elementary schools were studied. The 117 children referred for nonroutine nursing intervention during the nine-week period were compared with 3,787 children not referred. Results showed no differences by gender, but significant differences occurred by socioeconomic status and race (p < .001). When controlling for gender and race, no differences existed between White males and African American males. However, significantly (p < .001) more African American females were referred than White females.",The Journal of school health
What stresses men? Predictors of perceived stress in a population-based multi-ethnic cross sectional cohort.,"Perceived stress (PS) is a risk factor for a variety of diseases. However, relatively little is known about age- or ethnicity-specific differences in the effect of potential predictors of PS in men.",BMC public health
Childhood cancer in relation to parental race and ethnicity: a 5-state pooled analysis.,"Children of different racial/ethnic backgrounds have varying risks of cancer. However, to the authors' knowledge, few studies to date have examined cancer occurrence in children of mixed ancestry.",Cancer
"Neighborhoods and mental health: exploring ethnic density, poverty, and social cohesion among Asian Americans and Latinos.","This study examines the associations of neighborhood ethnic density and poverty with social cohesion and self-rated mental health among Asian Americans and Latinos. Path analysis is employed to analyze data from the 2002-2003 National Latino and Asian American Study (NLAAS) and the 2000 U.S. Census (N = 2095 Asian Americans living in N = 259 neighborhoods; N = 2554 Latinos living in N = 317 neighborhoods). Findings reveal that neighborhood ethnic density relates to poor mental health in both groups. Social cohesion partially mediates that structural relationship, but is positively related to ethnic density among Latinos and negatively related to ethnic density among Asian Americans. Although higher neighborhood poverty is negatively associated with mental health for both groups, the relationship does not hold in the path models after accounting for social cohesion and covariates. Furthermore, social cohesion fully mediates the association between neighborhood poverty and mental health among Latinos. This study highlights the necessity of reconceptualizing existing theories of social relationships to reflect complex and nuanced mechanisms linking neighborhood structure and mental health for diverse racial and ethnic groups.",Social science & medicine (1982)
Psychiatric symptom presentation in ethnically diverse cardiology patients.,The purpose of our study was to examine rates of depression and distress among different ethnic groups receiving care in an outpatient cardiology clinic.,Ethnicity & disease
Hospital admission rates for a racially diverse low-income cohort of patients with diabetes: the Urban Diabetes Study.,We sought to determine the frequency and costs of hospitalization and to assess possible racial/ethnic disparities in a large cohort of low-income patients with diabetes who had received primary care at municipal health clinics.,American journal of public health
Neighborhood context and racial/ethnic differences in young children's obesity: structural barriers to interventions.,"Numerous studies in the last ten years have investigated racial/ethnic disparities in obesity for young children. Increasing attention is paid to the influence of neighborhood environments - social and physical-on a variety of young children's health outcomes. This work identifies resource-based and community-based mechanisms that impede on the maintenance of healthy weights for young children in socioeconomically depressed areas, and shows consistently higher rates of obesity in more deprived areas. None of this work, however, has explored whether area deprivation or the race/nativity composition of neighborhoods contributes to racial/ethnic disparities in young children's obesity. Utilizing restricted geo-coded data from the Early Childhood Longitudinal Study (Kindergarten) (N = 17,540), we utilize multilevel logistic regression models to show that neighborhood level measures do little to explain racial and ethnic differences in childhood obesity. However, living in neighborhoods with higher levels of poverty, lower levels of education, and a higher proportion of black residents is associated with increased child obesity risk after considering a host of relevant individual level factors. In addition, living in neighborhoods with a higher proportion of foreign-born residents is associated with reduced child obesity risk. Although well-intentioned childhood obesity intervention programs aimed at changing individual-level behaviors are important, our results highlight the importance of considering neighborhood structural factors for child obesity prevention.",Social science & medicine (1982)
"Politically related stress and low-birth-weight infants among Arab, Asian, Hispanic, non-Hispanic Black, and non-Hispanic White women in Michigan.","Despite the high cost of low birth weight and the persistent challenge of racial inequities affecting the Arab American community, there has been limited research to identify and examine risk factors for these inequities with validated data on Arab American ethnicity and recent population stressors.","Women's health (London, England)"
"Barriers to repeat mammography: cultural perspectives of African-American, Asian, and Hispanic women.","Women of minority races and ethnicities have lower mammography return rates compared to Caucasians. To better understand barriers to mammography, we conducted six focus groups with 49 women of minority races and ethnicities (19 Asian, 16 African-American, and 14 Hispanic) recruited from outpatient medical clinics in Boston. Eligible women had at least one prior mammogram and no personal history of cancer. Discussions were recorded and transcribed, and thematic content analyses were performed. African-Americans and Hispanics felt that lack of insurance was not a barrier to mammography as they were aware of free programs. Some African-Americans avoided mammograms because they were fatalistic and believed that a breast cancer diagnosis would inevitably lead to death. African-Americans agreed that social issues, such as drug and domestic abuse, made obtaining preventive health care less important. Asian participants agreed that mammogram return rates were poor because appointments took time away from work. Asian and Hispanic women identified discourteous behavior by hospital staff as a barrier. Cultural barriers to repeat mammography appear to vary among different racial groups. Interventions to improve screening among minority populations may be more successful if they address group-specific concerns.",Psycho-oncology
Does the market value racial and ethnic concordance in physician-patient relationships?,To determine if the market-determined earnings per hour of physicians is sensitive to the degree of area-level racial/ethnic concordance (ALREC) in the local physician labor market.,Health services research
A cross-ethnic comparison of lifetime prevalence rates of anxiety disorders.,"To examine race-ethnic differences in the lifetime prevalence rates of common anxiety disorders, we examined data from the Collaborative Psychiatric Epidemiology Studies. The samples included 6870 White Americans, 4598 African Americans, 3615 Hispanic Americans, and 1628 Asian Americans. White Americans were more likely to be diagnosed with social anxiety disorder, generalized anxiety disorder, and panic disorder than African Americans, Hispanic Americans, and Asian Americans. African Americans more frequently met criteria for post-traumatic stress disorder (PTSD) than White Americans, Hispanic Americans, and Asian Americans. Asian Americans were also less likely to meet the diagnoses for generalized anxiety disorder and PTSD than Hispanic Americans, and were less likely to receive social anxiety disorder, generalized anxiety disorder, panic disorder, and PTSD diagnoses than White Americans. The results suggest that race and ethnicity need to be considered when assigning an anxiety disorder diagnosis. Possible reasons for the observed differences in prevalence rates between racial groups are discussed.",The Journal of nervous and mental disease
Dimensions of racism and their impact on partner selection among men of colour who have sex with men: understanding pathways to sexual risk.,"While many studies have established the relationship between experiences of racism and sexual risk among men of colour who have sex with men, the pathways by which this occurs are underdeveloped. To address this gap, we must better investigate the lived realities of racism in the gay community. In this study, we had the unique opportunity to examine experiences of racism among African American, Asian/Pacific Islander and Latino men who have sex with men living in Los Angeles through focus groups and individual in-depth interviews. We found three themes of racism: exclusion from West Hollywood and the mainstream gay community, sexual rejection based on race/ethnicity and sexual stereotypes. There were differences across the three racial groups in the experiences of each theme, however. We then considered how racism impacted partner selection and found that race played a salient role in determining power differentials within mixed-race partnerships. Finally, we discussed several future areas for research that can better establish pathways between racism and sexual risk.","Culture, health & sexuality"
Cultural differences with end-of-life care in the critical care unit.,"Critical care nurses are providing healthcare for an increasingly multicultural population. This ever-increasing diversity in cultures and subcultures presents a challenge to nurses who want to provide culturally competent care. It is common for patients and families to face difficult decisions about end-of-life care in critical care units, and minority cultures do not always believe in the Westerner's core values of patient autonomy and self-determination. Knowledge of these cultural differences is fundamental if critical care nurses wish to provide appropriate and culturally competent information regarding end-of-life decisions.",Dimensions of critical care nursing : DCCN
Racial/Ethnic Differences in Physical Activity in a Low-Income Sample in Texas.,"National data reveal that the age-adjusted prevalence of leisure-time physical inactivity is higher among Blacks and Hispanics compared with Whites. However, these estimates do not consider nonleisure physical activity (PA). Also, race/ethnicity in these findings may by confounded by socioeconomic status disparities in PA. Here, we examine racial/ethnic differences in multiple measures of PA within a lower socioeconomic status sample.",Journal of physical activity & health
"Intersecting experiences, motivating beliefs: The joint roles of class and race/ethnicity in the development of youths' sociopolitical perceptions and participation.","Positioning our analyses within two theoretical frameworks, system justification (SJ) theory and critical consciousness (CC), we examine relationships between social class and endorsement of SJ and CC beliefs and behaviors within a sample of low-income, Latinx and Black youth living in Chicago. We operationalize social class using five indicators: income-to-needs ratio (INR), subjective social status (SSS), financial strain, violence exposure, and neighborhood income. We find that for Black youth, higher INR is related to a greater likelihood of rejecting the status quo. Comparatively, living in a higher income neighborhood is negatively related to and being exposed to violence is positively related to the likelihood of engaging in social change behaviors. A different pattern emerged for Latinx youth where, higher perceived status was positively associated with accepting the status quo and greater exposure to violence was negatively related to youths' perceived ability to make a difference in the world around them.",Advances in child development and behavior
"Racial disparities in knowledge, attitudes and practices related to COVID-19 in the USA.","Recent reports indicate racial disparities in the rates of infection and mortality from the 2019 novel coronavirus (coronavirus disease 2019 [COVID-19]). The aim of this study was to determine whether disparities exist in the levels of knowledge, attitudes and practices (KAPs) related to COVID-19.","Journal of public health (Oxford, England)"
Racial/ethnic disparities in US college students' experience: Discrimination as an impediment to academic performance.,"Using data from 69,722 US undergraduates participating in the spring 2015 National College Health Assessment, we examine racial/ethnic differences in students' experience of discrimination.",Journal of American college health : J of ACH
Discrimination's role in minority groups' rates of substance-use disorder.,"This study asked whether, among the three largest American racial/ethnic minorities, presence/absence of current substance-use disorder is explained to any degree by social status and discrimination. It examined interaction effects involving discrimination and social status, exploring whether social-status factors are channeled through discrimination, fostering disorder. Logistic regression techniques were applied to data from the nationally representative dataset 2001-2003 Collaborative Psychiatric Epidemiology Surveys. Findings generally suggest that presence of substance-use disorder is likely to be associated with perceived discrimination. Significant interaction effects were also found: Discrimination's strongest association with substance-use disorder was observed for Asian respondents with lower incomes and for Hispanic respondents with little education. This study significantly expands knowledge, since little research preceding it directly addressed relationships among social-status factors, discrimination, and substance-use disorder in minority populations. This study's results should encourage future researchers to further explore mechanisms of the mental health effects of discrimination.",The American journal on addictions
"Prevalences of ocular conditions among Hispanic, white, Asian, and black immigrant students examined by the UCLA Mobile Eye Clinic.","First-and second-generation immigrant children are the fastest-growing component of the U.S. population under 15 years of age. Prevalences of ocular conditions in first-generation immigrant children are described, stratified by ethnicity and sex, and compared to previous UCLA Mobile Eye Clinic (MEC) studies and the National Health and Nutrition Examination Surveys.",Journal of the American Optometric Association
"Prevalence of episodic homelessness among adult childbearing women in Philadelphia, PA.",,American journal of public health
"Prostate cancer: trends in mortality and stage-specific incidence rates by racial/ethnic group in Los Angeles County, California (United States).","Between 1976 and 1988 in the United States, the secular trends to age-adjusted incidence rates of prostate cancer were significantly different by racial/ethnic group (P < 0.001), and increased significantly only among non-Hispanic Whites at a rate of 2.7 percent (95 percent confidence interval [CI] = 2.3-3.1%) annually. While incidence rates of regional disease increased significantly (7.7 percent to 11.3 percent annually) among all racial/ethnic groups during this period, localized disease increased significantly only among non-Hispanic Whites, by 1.8 percent (CI = 1.4-2.3%) annually. Prostate cancer mortality in Los Angeles County (California) remained constant among Hispanics, non-Hispanic Whites, and Asians, but increases 1.6 percent (CI = 0-3.2%) annually among Blacks. While the increase in localized disease rates of non-Hispanic Whites may be due to increased detection of asymptomatic disease, this apparently has not occurred among other racial/ethnic groups in Los Angeles County. The secular increase in regional disease rates among all racial/ethnic groups without a concurrent increase in mortality (except Blacks), suggests increased accuracy of staging rather than a true increase in incidence may account for these trends. Adjusted for socioeconomic status, year and age at diagnosis, Black and Hispanic men were at significantly higher risk of being diagnosed with non-localized disease (odds ratio = 1.39 and 1.24, respectively) than were non-Hispanic Whites.",Cancer causes & control : CCC
Who gets the best sleep? Ethnic and socioeconomic factors related to sleep complaints.,"Lower socioeconomic status is associated with short or long sleep duration and sleep disturbance (e.g., sleep apnea), which are all related to increased mortality risk. General sleep complaints, however, which may better approximate symptoms as they are experienced, have not been examined in a large population sample.",Sleep medicine
Excess mortality related to diabetes mellitus in elderly Medicare beneficiaries.,To determine whether diabetes remains an important contributor to mortality among the elderly.,Annals of epidemiology
"Racial and ethnic disparities in breastfeeding among United States infants: Third National Health and Nutrition Examination Survey, 1988-1994.",The studies suggesting that blacks are less likely to initiate and maintain breastfeeding than whites in the United States are limited either by the representativeness of the sample or by the ambiguousness of attribution of racial and ethnic disparities to generally poor socioeconomic status among blacks. The purpose of this study was to examine racial and ethnic disparities in breastfeeding rates among U.S. infants using national representative data.,"Birth (Berkeley, Calif.)"
"Prevalence of Cardiovascular-Kidney-Metabolic Syndrome Stages in US Adults, 2011-2020.",,JAMA
Gender Attitudes in Early Childhood: Behavioral Consequences and Cognitive Antecedents.,"This study examined factors that predicted children's gender intergroup attitudes at age 5 and the implications of these attitudes for intergroup behavior. Ethnically diverse children from low-income backgrounds (N = 246; Mexican-, Chinese-, Dominican-, and African American) were assessed at ages 4 and 5. On average, children reported positive same-gender and negative other-gender attitudes. Positive same-gender attitudes were associated with knowledge of gender stereotypes. In contrast, positive other-gender attitudes were associated with flexibility in gender cognitions (stereotype flexibility, gender consistency). Other-gender attitudes predicted gender-biased behavior. These patterns were observed in all ethnic groups. These findings suggest that early learning about gender categories shape young children's gender attitudes and that these gender attitudes already have consequences for children's intergroup behavior at age 5.",Child development
Recruiting low-income healthy women to research: an exploratory study.,"The study goals were (1) to assess the feasibility of using an existing telephone health information and referral service for low-income, ethnically diverse women to recruit women for research participation; (2) to assess the feasibility of recruiting low-income, African American and Latino men into health research through the women callers to the telephone service; and (3) to describe the challenges women face and the strategies they use when talking to men about the men's health and research participation.",Ethnicity & health
"The Racial School Climate Gap: Within-School Disparities in Students' Experiences of Safety, Support, and Connectedness.","This study used student and teacher survey data from over 400 middle schools in California to examine within-school racial disparities in students' experiences of school climate. It further examined the relationship between a school's racial climate gaps and achievement gaps and other school structures and norms that may help explain why some schools have larger or smaller racial disparities in student reports of climate than others. Multilevel regression results problematized the concept of a ""school climate"" by showing that, in an average middle school, Black and Hispanic students have less favorable experiences of safety, connectedness, relationships with adults, and opportunities for participation compared to White students. The results also show that certain racial school climate gaps vary in magnitude across middle schools, and in middle schools where these gaps are larger, the racial achievement gap is also larger. Finally, the socioeconomic status of students, student-teacher ratio, and geographic location help explain some cross-school variation in racial climate gaps. These findings have implications for how school climate in conceptualized, measured, and improved.",American journal of community psychology
Prevalence of Food Addiction Among Low-Income Reproductive-Aged Women.,"Hyperpalatable foods (i.e., high in salt, sugar, or fat) have been shown to have addictive properties that may contribute to overeating. Prior studies conducted on food addiction behaviors are mostly based on white and middle-aged women. Data are not available, however, on reproductive-aged women from other races/ethnicities or low-income women. The purpose of this study was to examine the prevalence and correlates of food addiction among multiethnic women of low socioeconomic status.",Journal of women's health (2002)
Cultural beliefs and mental health treatment preferences of ethnically diverse older adult consumers in primary care.,"Beliefs concerning the causes of mental illness may help to explain why there are significant disparities in the rates of formal mental health service use among racial/ethnic minority elderly as compared with their white counterparts. This study applies the cultural influences on mental health framework to identify the relationship between race/ethnicity and differences in 1) beliefs on the cause of mental illness, 2) preferences for type of treatment, and 3) provider characteristics.",The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry
Health and social characteristics and children's cognitive functioning: results from a national cohort.,"The purpose of this study was to examine the associations between cognitive functioning in children and sociodemographic, family, and health characteristics.",American journal of public health
Automatic activation of Yellow Peril Asian American stereotypes: effects on social impression formation.,"The authors randomly assigned 69 undergraduates to 1 of 2 perceptual priming conditions involving 80-ms flash words presented on a computer screen to activate information processing outside of conscious awareness. In the high-prime condition, the authors exposed participants to stereotype words associated with the Yellow Peril view of Asian Americans. The authors exposed participants in a low-prime condition to neutral words. All participants then read a vignette and evaluated its protagonist on several social dimensions. Results indicated that the priming procedure effectively biased participant evaluation of the vignette target, but only on items closely linked to Asian Americans. Contrary to predictions, however, participants in the high-prime group rated the target less Asian than did their low-prime group counterparts, an apparent reversal of the expected priming effect. The authors discussed theoretical implications.",The Journal of social psychology
MINORITY UNDERGRADUATE NURSING STUDENT SUCCESS.,Minority providers are more likely to practice in underserved areas with minority populations. Currently the representation of minorities in healthcare professions is less than that of the United States population. More research is needed to examine specific variables associated with educational success of minority students.,Journal of cultural diversity
Midlife women's cardiovascular symptoms: A cluster analysis.,"Menopausal transition, in which biological and psychosocial changes are caused due to estrogen fluctuations, has been reported to increase cardiovascular risk among midlife women. The purposes of this study were to identify the clusters of midlife women by cardiovascular symptoms and to examine racial/ethnic differences in the clusters. This was a secondary analysis, in which hierarchical cluster and multinomial logistic analyses were conducted with the data (N = 966) collected in two previous studies. Three clusters were adopted: Cluster 1 (high vasomotor and low cardiorespiratory), Cluster 2 (low vasomotor and high cardiorespiratory and high discomfort/pain), and Cluster 3 (high discomfort/pain and high indigestion).",Health care for women international
The health status of minority populations in the United States.,"There is increasing national recognition that while our nation's health care system is the most expensive in the world, the health care status of Americans overall ranks poorly compared with other Western, industrialized nations. In the United States we tend to look at minority-majority variations of health status, as well as the variations of many other indicators by race or ethnicity, because race and ethnicity are particularly important components of our society. In general, health status indicators of minority Americans are worse than those of whites. In some locales, death rates of minority Americans are comparable to those of Third World nations. At the same time, minority Americans make up a rapidly increasing proportion of the nation's population and work force. Our baseline national data on some minority groups, however, currently are inadequate to detect shifts in health status. Finally, the rapidly expanding problem of the acquired immunodeficiency syndrome among some minority populations provides both an imperative and an opportunity to learn how model prevention programs should be designed and executed.",The Western journal of medicine
Race-ethnicity and poverty after spinal cord injury.,Secondary analysis of existing data.,Spinal cord
"Socioeconomic Factors Are Associated With Trends in Treatment of Pediatric Femoral Shaft Fractures, and Subsequent Implant Removal in New York State.","Disparities exist in access to outpatient pediatric orthopaedic care. The purpose of this study was to assess whether disparities also exist in elective pediatric orthopaedic surgical procedures such as implant removal, and to determine which demographic and socioeconomic factors may be associated with differences in treatment.",Journal of pediatric orthopedics
"Multiple sclerosis in a multi-ethnic population from Northern California: a retrospective analysis, 2010-2016.",Research is needed to examine differences in multiple sclerosis (MS) prevalence by race-ethnicity. The goal of this study was to quantify MS prevalence in a health care system in Northern California and examine differences in prevalence and phenotype by race-ethnicity.,BMC neurology
Racial differences in the health of childbearing-aged women.,"The incidence of preterm birth in the United States varies by race/ethnicity and socioeconomic status. Given the unsatisfactory reduction in preterm birth with interventions directed at single risk factors, we examined the preconceptional health of childbearing-aged women of different racial/ethnic groups to understand the risk prior to pregnancy.",MCN. The American journal of maternal child nursing
Construction of life-course occupational trajectories: evidence for work as a mediator of racial disparities in hypertension.,To determine whether a life-course model of work may explain racial or ethnic differentials in health. Occupational characteristics are relevant socioeconomic indicators of health disparities and essential determinants of health.,Journal of occupational and environmental medicine
"John Henryism, socioeconomic position, and blood pressure in a multi-ethnic urban community.","The John Henryism (JH) hypothesis suggests that, under adverse social and economic conditions, high-effort coping styles that reflect hard work and determination may contribute to elevated blood pressure. Results from tests of this hypothesis have been mixed, with variations by region, urban versus rural areas, race, gender, and age. The majority of studies reporting that socioeconomic position modifies associations between JH and blood pressure have been for non-Latino Blacks in rural communities. In contrast, most studies conducted in urban areas report little support for the JH hypothesis. Few studies have been conducted in samples that include Latinos. We extend previous research by testing the JH hypothesis in a multi-ethnic, low-to-moderate income urban community.",Ethnicity & disease
"Diagnostic attributions versus labeling: impact of Alzheimer's disease and major depression diagnoses on emotions, beliefs, and helping intentions of family members.","Labeling theory suggests that applying disease labels to behavior may serve to medicalize deviance and produce stigma. In contrast, attribution theory suggests that this practice may evoke sympathetic responses. Female undergraduates (N = 221) read vignettes describing an older parent exhibiting inappropriate behavior in a social situation, with diagnostic label (Alzheimer's disease, major depression, no label), personal congruence of the behavior (congruent, incongruent, no information), and parent gender manipulated across participants. Participants rated their emotional responses, attributions, and willingness to help. The Alzheimer's disease label, and to a lesser extent the major depression label, produced more sympathy toward the parent, less blame, and greater willingness to help, indicating that the provision of these labels may facilitate compassionate attitudes and enhanced caregiving toward older adults. However, participants reported greater anger and higher personality attributions toward fathers than mothers, suggesting that the influence of parent gender on potential caregivers' reactions warrants further attention.","The journals of gerontology. Series B, Psychological sciences and social sciences"
"Dental morphology and ancestry in Albuquerque, New Mexico Hispanics.","The term ""Hispanic"" groups people from Central and South America and the Caribbean, combining disparate cultures, languages, and ancestry, and masking biological differences. Historical and current admixture patterns within these populations and with indigenous and European-, African-, and/or Asian- derived populations complicate the biological picture. Although ""Hispanic"" has little biological meaning, it is used widely in epidemiology, disease management, and forensics as a biologically significant group. An interdisciplinary approach combining historical, cultural, and biological data can characterize regional and temporal differences between Hispanic populations. We examined biological distances with a population of central New Mexico Hispanics, as a case study of the local specificity of population history. We collected dental morphological trait frequencies from samples of recent Albuquerque-area Hispanic Americans and several ancestral and contemporary groups. To explore regional admixture patterns we calculated biological distances using the modified Mahalanobis D(2) statistic. Our results indicate that Albuquerque Hispanics are more similar to their European and African ancestral groups than to Native Americans in New Mexico. Additionally, their affinity to Native Americans is greater with prehistoric rather than contemporary samples. We argue that these results reflect a local rather than pan-Hispanic admixture pattern; they underscore that populations are better understood at the local and regional levels. It is undesirable to make sweeping biological generalizations for groups known to be geographically and genetically disparate. This research is part of a growing trend in biological research concerning Hispanics and other groups-an emphasis on local samples, informed by historical, cultural, and biological factors.",Homo : internationale Zeitschrift fur die vergleichende Forschung am Menschen
Has diversity increased in orthopaedic residency programs since 1995?,"Diversity among health professionals is believed to be an important step toward improving patient communication and addressing health disparities. Orthopaedic surgery traditionally has been overly represented by Caucasian males, and it remains one of the least racially and gender-diversified surgical subspecialties. As the US population becomes increasingly diverse, a concomitant increase in ethnic diversity and gender diversity is needed to ensure that all Americans receive high-quality, culturally competent health care.",Clinical orthopaedics and related research
"Esthetic preferences of European American, Hispanic American, Japanese, and African judges for soft-tissue profiles.",Our objectives were to determine whether observer and patient sex and race or ethnicity determine esthetic preferences for lip positions.,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics"
Are You Saving for Retirement? Racial/Ethnic Differentials in Contributory Retirement Savings Plans.,"How individuals and families accumulate retirement resources during working years is a key aspect of aging with implications for later life. This study examines how much, and by what mechanisms, savings in retirement plans vary by race/ethnicity.","The journals of gerontology. Series B, Psychological sciences and social sciences"
Representation of Race and Ethnicity in the Contemporary US Health Cohort All of Us Research Program.,"To address systemic disparities in biomedical research, the All of Us (AoU) Research Program was created to identify the root causes and consequences of health outcomes in the US. However, the extent of AoU's racial and ethnic diversity is unknown.",JAMA cardiology
Cultural adaptability of dental hygiene students in the United States: a pilot study.,"Dental hygiene students should prepare to competently provide services to culturally diverse patients; therefore, this study was conducted as a baseline to determine the cross-cultural adaptability of dental hygiene students.",Journal of dental hygiene : JDH
The Relation Between Multiple Informal Caregiving Roles and Subjective Physical and Mental Health Status Among Older Adults: Do Racial/Ethnic Differences Exist?,"The present study examined whether race/ethnicity moderated the relation between type of caregiving role (none, one, or multiple care recipients) and subjective physical and mental health among older adults.",The Gerontologist
"Race/ethnicity, residential segregation, and exposure to ambient air pollution: the Multi-Ethnic Study of Atherosclerosis (MESA).",We described the associations of ambient air pollution exposure with race/ethnicity and racial residential segregation.,American journal of public health
Abdominal adiposity and family income-to-poverty ratio in American women.,"We examined (a) secular changes in abdominal fat accumulation (AFA) and family income-to-poverty ratio (PIR) across race/ethnicity, education and age in Mexican (MA), non-Hispanic Whites (NHW), non-Hispanic Black (NHB), and (b) association between PIR and AFA among American women.",Obesity research & clinical practice
Disparities in prenatal HIV testing: evidence for improving implementation of CDC screening guidelines.,We investigated the within-group and between-group variation in prenatal HIV testing in a sample of low-income pregnant and recently postpartum women.,Journal of the National Medical Association
The relation between body mass index and self-rated mental health among older adults: do racial/ethnic differences exist?,To examine racial and ethnic differences in the relation between body mass index (BMI) and self-rated mental health (SRMH) among community-dwelling older adults.,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry
The structure of thriving/distress among low-income women at 3 months after giving birth.,"This article explores the dimensionality of thriving among low-income Anglo, African American, and Hispanic women using factor analysis of psychosocial, behavioral, and weight measures at 3 months postpartum. Three factors were extracted for each ethnic group. The first and most robust factor was psychosocial distress, which encompassed stress, depressive symptoms, (low) social support, (unhealthy) lifestyle, and (less favorable) body image. For Anglo and Hispanic women, self-regulation also loaded on the distress factor. The findings suggest that interventions to ameliorate psychosocial distress among low-income women, regardless of ethnicity, may need to consider a comprehensive range of intervention content.",Family & community health
"The interaction of race, gender and social class effects in the education of deaf students.","While racial effects have been noted in the education of the deaf in a variety of ways, gender effects are difficult to identify and social class effects are not discussed at all. Further, it is possible that these effects interact to produce unique effects. To examine these issues, a re-analysis of data from a longitudinal study of 451 deaf adolescents in local public schools was conducted. Results support previous observations about racial and gender effects and suggest that social class is an effect in the education of the deaf. In addition, there is very limited evidence to suggest an interaction of the effects. What is perhaps more critical is that the concept of race in relation to deaf education is an ambiguous concept and needs to be considered in light of parental income, educational attainment, and language attitudes rather than as a global concept.",American annals of the deaf
Would safety-net expansions offset reduced access resulting from lost insurance coverage? Race/ethnicity differences.,"This study simulated whether increased community health center (CHC) funding under the Bush administration narrowed racial/ethnic gaps in access to care among low-income people. Expanded CHC funding resulted in small increases in access to care, more so for minorities than for whites. Spanish-speaking Hispanics had the largest improvements in access in the simulation. However, minorities experienced bigger drops in insurance coverage. The net result was no improvements in the access measures for Spanish-speaking Hispanics and slight decreases in access for whites, English-speaking Hispanics, and African Americans. Access gaps either remained the same or worsened slightly for English-speaking Hispanics and African Americans relative to whites.",Health affairs (Project Hope)
Racial/ethnic differences in hypertension and hypertension treatment and control in the multi-ethnic study of atherosclerosis (MESA).,Most previous studies investigating the association between ethnicity and hypertension focused on differences between African Americans and whites and did not include other racial/ethnic groups such as Chinese or Hispanics.,American journal of hypertension
Racial/ethnic variation in stroke rates and risks among patients with systemic lupus erythematosus.,"Systemic lupus erythematosus (SLE), which is associated with increased stroke risk, is more prevalent and often more severe among Blacks, Asians, and Hispanics than Whites. We examined racial/ethnic variation in stroke rates and risks, overall and by hemorrhagic versus ischemic subtype, among SLE patients.",Seminars in arthritis and rheumatism
Disparities in Emergency Department Visits Among Collocated Racial/Ethnic Medicare Enrollees.,We estimate emergency department (ED) use differences across Medicare enrollees of different race/ethnicity who are residing in the same zip codes.,Annals of emergency medicine
Poverty using official and experimental measures.,,Issue Brief (Public Policy Institute (American Association of Retired Persons))
"Coronary heart disease mortality for six ethnic groups in California, 1990-2000.","To investigate ethnic variations in coronary heart disease death in California, the authors examined total and CHD-specific mortality among non-Hispanic white (white), Hispanic, non-Hispanic black (black), Chinese, Japanese, and Asian Indian Americans. Deaths were identified in the California Mortality Database and population information was derived from the 1990 and 2000 censuses.",Annals of epidemiology
"Socioeconomic status, self-rated health, and mortality in a multiethnic sample of US adults.","To examine the association between socioeconomic status (SES), self-rated health (SRH), and mortality separately by race-ethnicity in a nationally representative sample of US adults.",Journal of epidemiology
Disparities in burden of disease in patients with rheumatoid arthritis across racial and ethnic groups.,"To examine racial/ethnic differences in rheumatoid arthritis (RA) disease burden and change in clinical outcomes over time. We included CorEvitas Rheumatoid Arthritis Registry patients from two time periods (2013-2015 and 2018-2020). Clinical Disease Activity Index (CDAI) (as a continuous measure and as a dichotomous measure) and the Health Assessment Questionnaire-Disability Index (HAQ-DI) were assessed at each visit. Marginal means and their corresponding 95% confidence interval (CI) by race/ethnicity were estimated for each outcome using adjusted mixed effects linear and logistic regression models. Overall and pairwise tests were conducted to detect differences between race/ethnicity groups. Of 9,363 eligible patients (8,142 White, 527 Black, 545 Hispanic, 149 Asian), most (76%-85%) were female. At Visit 1, the mean disease duration ranged from 9.8-11.8 years. Estimated CDAI was significantly higher for Hispanics compared to Whites at Visit 1 (11.1 vs. 9.9; pairwise P = 0.033) and Visit 2 (9.2 vs. 8.0, pairwise P = 0.005). Disease activity improved over the 5-year study period among all race/ethnicity groups, though Hispanics improved less than Whites. Disease activity improved over the 5-year period across all racial/ethnicity groups, and disparities between racial/ethnicity groups in disease activity and functional status did persist over time, suggesting that further effort is needed to understand the drivers of these discrepancies to close this race/ethnicity gap. Key Points • Disease activity improved over the 5-year period across all racial and ethnic groups. • Disparities between racial and ethnic groups in disease activity and functional status did persist over time, suggesting that further effort is needed to understand the drivers of these discrepancies and close this racial gap.",Clinical rheumatology
